-6n82E5zyuY, 70.000, 80.000, "/m/01x3z,/m/046dlr,/m/07pp_mv"
-6p32k2WUCs, 0.000, 10.000, "/m/03wwcy"
-7T1vQ2CgdQ, 10.000, 20.000, "/m/05tny_,/m/068hy,/m/07pp_mv,/m/0bt9lr,/m/0jbk"
-BJNMHMZDcU, 50.000, 60.000, "/m/03wwcy,/m/05tny_,/m/07rc7d9,/m/0bt9lr,/m/0jbk"
-BY9aSqtBv4, 140.000, 150.000, "/m/07pp_mv"
-BfN0ydYNdQ, 20.000, 30.000, "/m/07pp_mv"
-DELUzsWGF4, 60.000, 70.000, "/m/04rlf,/m/07pp_mv,/m/09x0r"
-DoFDKsAOo4, 30.000, 40.000, "/m/03wwcy,/m/0c1dj"
-Zjgm_sZd10, 0.000, 4.000, "/m/03wwcy"
-ikrSfqB0LU, 0.000, 3.000, "/m/03wwcy"
-kngohODefw, 470.000, 480.000, "/m/03wwcy,/m/04rlf,/m/09x0r"
-l50tPEmxwg, 80.000, 90.000, "/m/07pp_mv,/t/dd00125"
-nEEEcuGZQA, 90.000, 100.000, "/m/02dgv,/m/07pp_mv,/m/09x0r"
-o6z-ucz3sE, 10.000, 20.000, "/m/04rlf,/m/07pp_mv"
-w-O-3ahvQM, 210.000, 220.000, "/m/07pp_mv"
-zZItrrphYo, 240.000, 250.000, "/m/03wwcy,/m/04rlf,/m/09x0r,/t/dd00129"
09F7JI0QEME, 0.000, 10.000, "/m/04rlf,/m/07pp_mv,/t/dd00125"
0H3D8l3LyXI, 220.000, 230.000, "/m/03wwcy,/m/04rlf"
0KA_vvmpAI4, 40.000, 50.000, "/m/03wwcy,/m/04rlf"
0KHmpwLMjck, 10.000, 20.000, "/m/046dlr,/m/07pp_mv"
0L-uDGovpSQ, 60.000, 70.000, "/m/07pp_mv,/m/09x0r"
0SxSyoinRXU, 100.000, 110.000, "/m/07pp_mv,/m/09x0r"
0VeDtKRDy1Q, 30.000, 40.000, "/m/01y3hg,/m/07pp_mv,/t/dd00125"
0VjkHdAS4mI, 140.000, 150.000, "/m/012f08,/m/04_sv,/m/07pp_mv,/m/07yv9"
0iAV6QtgoaA, 110.000, 120.000, "/m/07pp_mv,/m/0c3f7m,/t/dd00125"
0kvWlnYuCvI, 40.000, 50.000, "/m/03wwcy,/m/04rlf"
0o0-GQj6Pow, 10.000, 20.000, "/m/01y3hg,/m/07pp_mv,/m/09x0r"
0pGBVNmpBD8, 340.000, 350.000, "/m/07pp_mv,/m/09x0r,/t/dd00129"
1-3sAB6M-z4, 60.000, 70.000, "/m/07pp_mv"
11Zl9hIhUcM, 110.000, 120.000, "/m/07pp_mv"
13weCXte9nQ, 30.000, 40.000, "/m/07pp_mv,/m/09x0r,/t/dd00128"
16i4EbWMWAA, 60.000, 70.000, "/m/07pp_mv,/m/09x0r"
18X8cOvlF68, 60.000, 70.000, "/m/07pp_mv"
1939t6L0ye4, 330.000, 340.000, "/m/07pp_mv"
1BigiWuNY_o, 10.000, 20.000, "/m/07pp_mv,/m/09x0r"
1FpCcABvm8Q, 170.000, 180.000, "/m/07pp_mv,/m/09x0r"
1FvW-qM2dbU, 230.000, 240.000, "/m/03kmc9,/m/04rlf,/m/07pp_mv"
1Hf_1QejY4I, 10.000, 20.000, "/m/07pp_mv"
1I41PTamNgc, 90.000, 100.000, "/m/07pp_mv,/m/09x0r"
1OylnGdy1UU, 180.000, 190.000, "/m/03wwcy,/m/04rlf,/m/09x0r"
1P12fzmXRYo, 160.000, 170.000, "/m/07pp_mv,/m/09x0r"
1cBFEFQSkGQ, 30.000, 40.000, "/m/04rlf,/m/07pp_mv,/m/09x0r"
1tFkjBMoUkM, 90.000, 100.000, "/m/03wwcy,/m/09x0r"
1tH0FdcqwOg, 0.000, 10.000, "/m/07pp_mv"
1vm4MpZHfjM, 60.000, 70.000, "/m/07pp_mv"
2-BB_iabdPI, 0.000, 10.000, "/m/012f08,/m/07pp_mv,/m/07yv9,/m/0k4j"
26ubekDhG_Y, 0.000, 10.000, "/m/03wwcy,/m/07r67yg"
2OtuehBenJg, 10.000, 20.000, "/m/07pp_mv"
2VzvCtRDom8, 160.000, 170.000, "/m/07pp_mv,/m/0c3f7m"
2cLoIAMnddw, 10.000, 20.000, "/m/07pp_mv,/m/09x0r,/m/0c3f7m,/t/dd00125"
2dScU-xnfmY, 0.000, 10.000, "/m/07pp_mv,/m/09x0r"
2jtDST_o5c8, 60.000, 70.000, "/m/07pp_mv"
2nPK8lDcJ-o, 10.000, 20.000, "/m/04rlf,/m/07pp_mv"
2s445bZIVoc, 340.000, 350.000, "/m/02fs_r,/m/07pp_mv,/m/09x0r"
2xXpSgqrtDE, 40.000, 50.000, "/m/03wwcy"
2xo20i_OZrM, 80.000, 90.000, "/m/03wwcy,/m/09x0r"
2yTAfCLLiRs, 30.000, 40.000, "/m/03wwcy,/m/07r67yg,/m/09x0r"
31O16381Big, 50.000, 60.000, "/m/07pp_mv"
327oxK8nDXs, 100.000, 110.000, "/m/03wwcy,/m/09x0r,/t/dd00125,/t/dd00128"
39PfIe5CrPU, 30.000, 40.000, "/m/03wwcy,/m/04rlf,/m/09x0r,/t/dd00125"
3BcwNM72zcQ, 10.000, 20.000, "/m/03wwcy,/m/04rlf,/m/09x0r"
3FpsDKEFykA, 20.000, 30.000, "/m/07pp_mv,/m/09x0r"
3KwC-NVV4IE, 130.000, 140.000, "/m/07pp_mv,/m/09x0r"
3Qaw02kGV44, 90.000, 100.000, "/m/07pp_mv"
3Xnl98LzPZU, 190.000, 200.000, "/m/07pp_mv,/m/09x0r"
3ZYnwr-Sp5g, 40.000, 50.000, "/m/07pp_mv,/m/09x0r,/t/dd00125"
3dnn1v0osio, 530.000, 540.000, "/m/03wwcy,/m/09x0r,/t/dd00125"
3il4qlGl8dA, 200.000, 210.000, "/m/07pp_mv,/m/09x0r"
3zZKyuJKYKc, 220.000, 230.000, "/m/01y3hg,/m/07pp_mv,/m/0c3f7m"
44U-fF5rsjM, 0.000, 10.000, "/m/03wwcy,/m/04rlf"
45bGCpYv1nA, 30.000, 40.000, "/m/07pp_mv,/m/09x0r"
4PNbb_Qww40, 30.000, 40.000, "/m/07pp_mv,/t/dd00125"
4Pd-ZfRdrSQ, 210.000, 220.000, "/m/07pp_mv,/t/dd00125"
4Qlpx4p-iXU, 30.000, 40.000, "/m/01y3hg,/m/07pp_mv,/m/09x0r"
4U3NwBGE8uk, 180.000, 190.000, "/m/07pp_mv,/m/09x0r"
4Y5bkGtsKhQ, 370.000, 380.000, "/m/07pp_mv,/m/09x0r,/m/0c3f7m"
4ZlPP_gFhPk, 40.000, 50.000, "/m/04rlf,/m/07pp_mv,/m/09x0r"
4aXNnYg5zAg, 40.000, 50.000, "/m/07pp_mv"
4klFdWzLpPA, 20.000, 30.000, "/m/07pp_mv"
4l_nDB-txcQ, 30.000, 40.000, "/m/03kmc9,/m/07pp_mv"
4oQdHNxBFFY, 20.000, 30.000, "/m/03wwcy,/m/04rlf,/m/09x0r"
4oya-Jtj2Kk, 9.000, 19.000, "/m/07pp_mv"
4zD5YvFjde0, 40.000, 50.000, "/m/07pp_mv"
52Usv8FcO0w, 30.000, 40.000, "/m/01bjv,/m/03wwcy,/m/07r67yg,/m/09x0r"
55ere14Kf0c, 560.000, 570.000, "/m/03wwcy"
5CYK7AKivDo, 180.000, 190.000, "/m/046dlr,/m/07pp_mv,/t/dd00125"
5CqTiT19g0M, 140.000, 150.000, "/m/07pp_mv,/m/09x0r"
5Iq-wTNv3Hc, 10.000, 20.000, "/m/07pp_mv,/t/dd00125"
5QZ0NtdoKJ8, 200.000, 210.000, "/m/02fs_r,/m/07pp_mv,/m/09x0r"
5UMWvLV5DGU, 40.000, 50.000, "/m/03wwcy"
5Vbp7BbXIKA, 60.000, 70.000, "/m/07pp_mv,/m/09x0r"
5Vn0HNGGEaE, 0.000, 4.000, "/m/07pp_mv,/m/09x0r"
5btdpmuP2vs, 250.000, 260.000, "/m/07pp_mv,/m/09x0r,/m/0c3f7m"
5dkNBr_4jp0, 10.000, 20.000, "/m/07pp_mv"
5eZiNfaiWsY, 50.000, 60.000, "/m/07pp_mv"
5hrFU0P3OsM, 0.000, 10.000, "/m/07pp_mv,/m/09x0r"
5jgsDJHAblo, 140.000, 150.000, "/m/07pp_mv,/m/09x0r"
5pNzHcUedVo, 10.000, 20.000, "/m/03wwcy,/m/04rlf"
5qn1g7q88-w, 10.000, 20.000, "/m/07pp_mv"
5w_h7WUucSc, 20.000, 30.000, "/m/07pp_mv"
60LwGkWKs50, 230.000, 240.000, "/m/07pp_mv,/m/0c3f7m"
62SFutb_qvo, 20.000, 30.000, "/m/07pp_mv,/m/07yv9"
641Ng7IJf0Q, 20.000, 30.000, "/m/07pp_mv"
6AaFVGjc5os, 0.000, 10.000, "/m/07pp_mv,/t/dd00125"
6DdBy_eFc6o, 20.000, 30.000, "/m/046dlr,/m/07pp_mv"
6G-zGh5Sk_E, 60.000, 70.000, "/m/07pp_mv,/m/09x0r"
6PrBwQNpLvo, 10.000, 20.000, "/m/03wwcy,/m/09x0r"
6Q9a3JnuDaA, 220.000, 230.000, "/m/06bz3,/m/07pp_mv,/m/09x0r,/m/0c3f7m"
